weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmped5to17,numconfc19newadmped0to4,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2025-08-23,NC,383,360,23,11,67,0,8,15,7,4,3,2,1,55,75,163,1,3,2,1,2,2,0,1,0,1,0,1,0,0
2025-08-30,NC,463,441,22,11,67,0,8,14,11,0,4,3,1,72,99,203,0,0,0,5,3,3,0,1,0,2,0,1,0,0
2025-09-06,NC,520,485,35,11,111,0,9,26,10,1,3,0,3,76,90,208,0,1,4,1,2,3,0,3,0,0,0,0,0,0
2025-09-13,NC,522,502,20,7,95,0,13,7,7,0,9,5,4,92,85,230,0,0,0,2,4,1,0,3,1,1,0,0,4,0
2025-09-20,NC,450,432,18,19,57,0,7,11,17,2,6,6,0,87,89,199,0,2,7,1,3,6,0,0,0,0,2,2,2,0
2025-09-27,NC,369,356,12,19,61,1,6,6,17,2,4,2,2,65,75,155,0,2,8,2,3,4,0,2,0,0,0,1,1,0
2025-10-04,NE,28,25,3,1,2,0,0,3,1,0,2,1,1,3,4,16,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2025-10-11,NE,18,18,0,5,4,0,0,0,4,1,1,0,1,1,2,11,0,1,1,0,1,2,0,1,0,0,0,0,0,0
2025-10-18,NE,11,11,0,0,1,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-25,NE,18,18,0,3,2,0,0,0,3,0,2,0,2,0,4,12,0,0,0,1,0,2,0,2,0,0,0,0,0,0
2025-11-01,NE,18,16,2,1,2,0,2,0,1,0,1,1,0,2,2,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-11-08,NE,15,13,2,2,1,0,1,1,2,0,2,0,2,1,3,8,0,0,1,0,0,1,0,2,0,0,0,0,0,0
2025-11-15,NE,17,17,0,1,3,0,0,0,1,0,6,4,2,1,3,10,0,0,0,1,0,0,0,2,0,0,1,1,2,0
2025-11-22,NE,24,19,5,2,3,0,2,3,2,0,2,2,0,3,2,11,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2025-11-29,NE,20,17,3,13,0,0,2,1,11,2,4,3,1,0,4,13,2,0,0,2,3,6,0,1,0,0,1,1,1,0
2025-12-06,NE,16,15,1,15,4,0,1,0,14,1,4,4,0,1,3,7,0,1,3,3,3,5,0,0,0,1,2,1,0,0
2025-12-13,NE,27,26,1,28,4,0,0,1,21,7,5,1,4,4,3,15,4,3,5,4,5,7,0,3,1,0,0,0,1,0
2025-12-20,NE,27,25,2,72,4,0,0,2,62,10,9,3,6,2,7,12,3,7,7,9,16,30,0,5,1,0,0,0,3,0
2025-12-27,NE,70,66,4,165,6,0,1,3,149,16,9,5,4,5,17,38,6,10,18,20,43,68,0,3,1,0,1,1,3,0
2026-01-03,NE,84,76,8,204,6,0,1,7,185,17,19,11,8,8,14,48,12,5,24,18,50,93,2,7,1,2,2,1,6,0
2026-01-10,NE,78,76,2,165,10,0,1,1,142,23,21,11,10,11,21,34,12,11,23,25,36,58,0,9,1,2,2,4,3,0
2026-01-17,NE,63,57,5,125,4,1,1,4,109,16,17,9,8,9,16,28,10,6,13,11,28,57,0,7,1,0,1,5,3,0
2026-01-24,NE,56,53,3,144,4,0,1,2,115,29,22,15,7,8,8,33,15,14,25,11,26,53,0,7,0,4,3,2,6,0
2026-01-31,NE,50,45,5,129,4,0,0,5,108,21,21,10,11,7,8,26,15,6,21,20,24,43,0,10,1,0,3,4,3,0
2026-02-07,NE,54,48,5,142,9,1,1,4,109,32,34,19,15,6,8,25,20,12,19,17,29,44,1,11,4,8,3,5,3,0
2026-02-14,NE,56,48,8,152,4,0,2,6,128,24,47,19,28,8,17,19,10,14,15,25,30,58,0,25,3,3,2,8,6,0
2026-02-21,NE,47,44,3,141,5,0,2,1,121,20,48,15,33,9,11,19,12,8,20,20,24,57,0,29,4,1,3,3,8,0
2026-02-28,NE,38,34,3,84,1,1,2,1,66,18,66,33,33,6,11,16,5,13,18,7,15,26,0,31,2,5,8,5,15,0
2026-03-07,NE,44,39,4,59,6,1,0,4,45,14,58,19,39,4,9,20,7,7,15,7,8,15,0,34,5,3,6,1,9,0
2026-03-14,NE,23,20,2,54,2,1,0,2,40,14,61,23,38,3,2,13,8,6,14,5,12,9,0,30,8,5,6,4,8,0
2026-03-21,NE,19,16,2,41,1,1,0,2,26,15,66,23,43,1,6,8,6,9,6,7,5,8,0,37,6,4,4,4,11,0
2026-03-28,NE,8,5,2,17,0,1,1,1,15,2,31,22,9,0,2,3,0,2,2,4,4,5,0,9,0,3,7,4,8,0
2026-04-04,NE,7,6,0,15,0,1,0,0,14,1,14,6,8,1,3,2,0,1,1,3,0,10,0,8,0,0,2,1,3,0
2026-04-11,NE,4,4,0,5,1,0,0,0,5,0,22,16,6,0,1,2,0,0,0,0,1,4,0,6,0,1,2,5,8,0
2024-10-05,OK,9,9,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-12,OK,13,13,0,0,4,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-19,OK,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,OK,21,19,2,4,2,0,1,1,4,0,0,0,0,2,4,11,0,0,1,0,2,1,0,0,0,0,0,0,0,0
2024-11-02,OK,26,25,1,3,2,0,0,1,3,0,1,1,0,2,9,12,0,0,0,0,1,2,0,0,0,0,0,1,0,0
2024-11-09,OK,64,62,2,13,8,0,0,2,12,1,0,0,0,9,18,27,1,0,3,2,3,4,0,0,0,0,0,0,0,0
2024-11-16,OK,73,69,4,13,10,0,0,4,12,1,6,3,3,19,13,27,1,0,0,4,3,5,0,2,1,2,1,0,0,0
2024-11-23,OK,72,65,7,14,7,0,4,3,14,0,11,1,10,14,23,21,0,0,1,2,4,7,0,9,1,1,0,0,0,0
2024-11-30,OK,105,100,5,40,15,0,2,3,39,1,15,3,12,12,20,53,0,1,12,11,8,8,0,12,0,1,1,0,1,0
2024-12-07,OK,145,135,9,40,26,1,4,5,37,2,25,10,15,20,39,50,1,1,11,7,11,8,1,14,1,2,2,5,1,0
2024-12-14,OK,158,155,3,56,19,0,1,2,54,2,40,16,24,19,40,77,0,2,13,15,9,17,0,23,1,3,2,3,8,0
2024-12-21,OK,169,161,8,106,30,0,1,7,99,7,58,19,39,21,34,76,2,5,29,23,19,28,0,34,5,2,6,5,6,0
2024-12-28,OK,238,226,11,282,22,1,3,8,265,17,113,37,76,38,49,117,7,10,67,65,63,70,0,64,12,5,10,7,15,0
2025-01-04,OK,270,259,11,404,37,0,2,9,377,27,153,69,84,45,63,114,16,11,73,83,109,112,0,74,10,12,16,13,28,0
2025-01-11,OK,228,218,10,285,24,0,1,9,277,7,134,74,60,40,39,115,5,2,56,74,63,84,1,58,2,16,17,23,18,0
2025-01-18,OK,205,196,9,439,29,0,2,7,412,27,118,61,57,44,37,86,14,13,85,102,102,123,0,52,5,10,16,13,22,0
2025-01-25,OK,192,177,11,692,32,4,0,11,642,50,148,80,68,18,40,87,32,18,133,163,158,188,0,61,7,17,21,18,24,0
2025-02-01,OK,198,183,15,1114,20,0,3,12,1032,81,176,103,73,42,40,81,39,42,205,231,267,329,1,63,10,20,28,19,36,0
2025-02-08,OK,160,144,16,1076,26,0,9,7,999,71,167,114,53,23,35,60,39,32,175,269,249,306,6,48,5,25,24,22,43,0
2025-02-15,OK,161,152,9,787,18,0,4,5,754,33,137,84,53,26,38,70,16,17,112,197,202,243,0,45,8,12,22,21,29,0
2025-02-22,OK,117,113,4,500,21,0,1,3,471,29,129,87,42,24,24,44,14,15,80,105,127,159,0,36,6,18,20,17,32,0
2025-03-01,OK,117,110,7,334,17,0,4,3,316,14,130,88,38,24,32,37,9,5,48,70,98,100,4,36,2,16,23,14,35,4
2025-03-08,OK,87,83,4,236,9,0,1,3,228,8,115,87,28,15,17,42,4,4,26,60,74,68,0,26,2,10,18,17,42,0
2025-03-15,OK,112,100,12,143,10,0,4,8,135,8,78,56,22,21,19,50,6,2,19,25,41,50,0,22,0,5,15,20,16,0
2025-03-22,OK,96,88,6,86,14,2,2,4,82,4,60,50,10,24,15,35,3,1,12,14,22,34,0,10,0,6,19,12,13,0
2025-03-29,OK,106,100,6,75,14,0,2,4,73,2,43,34,9,23,22,41,1,1,15,16,22,20,0,9,0,4,2,10,18,0
2025-04-05,OK,98,90,8,40,15,0,1,7,38,2,31,24,7,18,25,32,1,1,5,11,10,12,0,7,0,1,5,6,12,0
2025-04-12,OK,93,92,1,20,15,0,0,1,19,1,15,9,6,12,16,49,1,0,4,6,1,8,0,5,1,1,2,1,5,0
2025-04-19,OK,83,74,8,21,11,1,4,4,20,1,16,13,3,9,21,33,0,1,5,6,2,7,0,3,0,2,2,2,7,0
2025-04-26,OK,84,82,2,17,14,0,1,1,15,2,10,6,4,9,19,40,1,1,8,5,0,2,0,4,0,0,0,2,4,0
2025-05-03,OK,56,50,5,16,11,1,1,4,15,1,5,5,0,9,9,21,0,1,2,5,1,7,0,0,0,0,0,0,5,0
2025-05-10,OK,52,51,1,13,9,0,1,0,13,0,7,7,0,8,7,27,0,0,0,6,0,7,0,0,0,0,1,2,4,0
2025-05-17,OK,51,50,1,19,10,0,1,0,16,3,9,7,2,6,10,24,1,2,3,6,3,4,0,2,0,1,1,0,5,0
2025-05-24,OK,50,48,2,13,9,0,2,0,12,1,4,4,0,8,9,22,0,1,1,2,4,5,0,0,0,1,0,0,3,0
2025-05-31,OK,35,35,0,8,8,0,0,0,7,1,3,3,0,5,7,15,0,1,0,3,1,3,0,0,0,0,0,0,3,0
2025-06-07,OK,32,32,0,12,5,0,0,0,11,1,5,5,0,5,8,14,1,0,2,5,1,3,0,0,0,1,1,0,3,0
2025-06-14,OK,38,37,1,12,7,0,0,1,12,0,3,3,0,6,5,19,0,0,1,5,1,5,0,0,0,0,0,0,3,0
2025-06-21,OK,38,38,0,11,6,0,0,0,11,0,6,5,1,4,9,19,0,0,1,3,1,6,0,1,0,0,2,0,3,0
2025-06-28,OK,40,40,0,14,6,0,0,0,14,0,4,4,0,5,11,18,0,0,0,6,2,6,0,0,0,0,0,1,3,0
2025-07-05,OK,26,25,1,8,3,0,0,1,8,0,1,1,0,4,7,11,0,0,1,2,2,3,0,0,0,0,0,1,0,0
2025-07-12,OK,26,24,2,2,1,0,0,2,2,0,0,0,0,3,9,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2025-07-19,OK,27,26,1,4,5,0,0,1,4,0,11,1,1,5,5,11,0,0,1,0,3,0,0,1,0,0,1,0,0,9
2025-07-26,OK,42,41,1,10,8,0,0,1,10,0,1,1,0,1,13,19,0,0,1,1,7,1,0,0,0,0,0,1,0,0
2025-08-02,OK,31,29,2,5,2,0,0,2,5,0,2,0,2,7,6,14,0,0,1,4,0,0,0,2,0,0,0,0,0,0
2025-08-09,OK,30,27,3,7,4,0,1,2,7,0,0,0,0,7,5,11,0,0,1,2,1,3,0,0,0,0,0,0,0,0
2025-08-16,OK,39,35,4,5,6,0,0,4,5,0,2,0,2,4,9,16,0,0,1,0,2,2,0,2,0,0,0,0,0,0
2025-08-23,OK,34,30,4,11,4,0,2,2,11,0,0,0,0,2,10,14,0,0,3,1,2,5,0,0,0,0,0,0,0,0
2025-08-30,OK,53,47,6,4,14,0,1,5,4,0,0,0,0,6,6,21,0,0,1,1,0,2,0,0,0,0,0,0,0,0
2025-09-06,OK,76,70,6,13,11,0,3,3,13,0,1,1,0,12,20,27,0,0,0,2,5,6,0,0,0,0,0,1,0,0
2025-09-13,OK,84,74,9,9,12,1,4,5,8,1,1,1,0,17,14,31,0,1,0,0,2,6,0,0,0,0,1,0,0,0
2025-09-20,OK,78,65,12,8,12,1,4,8,8,0,0,0,0,17,13,23,0,0,1,3,3,1,0,0,0,0,0,0,0,0
2025-09-27,OK,59,56,3,9,12,0,1,2,9,0,1,1,0,7,11,26,0,0,1,3,3,2,0,0,0,0,0,1,0,0
2020-10-03,PA,468,465,3,NA,70,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,PA,611,589,22,NA,87,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-17,PA,661,638,23,0,105,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-24,PA,1014,998,16,5,162,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-31,PA,1141,1127,14,7,206,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-07,PA,1648,1627,21,16,256,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-14,PA,2313,2284,29,4,345,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-21,PA,3244,3212,32,5,470,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-28,PA,3937,3900,37,3,558,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-05,PA,4809,4762,47,16,613,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-12,PA,5121,5078,43,8,641,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,PA,5008,4978,30,6,605,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-26,PA,4558,4520,38,9,511,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-02,PA,4332,4297,35,14,474,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-09,PA,4191,4151,40,16,533,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-16,PA,3849,3825,24,19,466,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-23,PA,3282,3242,40,21,441,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-30,PA,2963,2912,51,11,344,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-06,PA,2459,2401,58,10,262,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,PA,2171,2048,123,18,258,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,PA,1770,1752,18,9,229,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,PA,1705,1677,28,14,253,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,PA,1441,1407,34,5,228,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,PA,1468,1413,55,11,229,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,PA,1603,1560,43,9,295,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,PA,1812,1774,38,10,336,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,PA,2127,2050,77,12,403,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,PA,2397,2360,37,16,504,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,PA,2505,2462,43,12,557,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,PA,2472,2408,64,12,582,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,PA,1876,1836,40,6,421,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,PA,1706,1673,33,19,431,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-15,PA,1324,1285,39,8,336,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-22,PA,1087,1039,48,14,292,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-29,PA,973,938,35,21,246,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05,PA,654,630,24,9,164,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-12,PA,520,493,27,15,131,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-19,PA,360,346,14,11,85,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-26,PA,300,287,13,11,79,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-03,PA,273,265,8,12,74,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-10,PA,247,239,8,9,61,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17,PA,240,232,8,7,77,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-24,PA,334,325,9,13,83,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-31,PA,499,477,22,14,138,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-07,PA,691,679,12,17,203,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-14,PA,982,966,16,8,270,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-21,PA,1187,1146,41,9,313,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-28,PA,1455,1419,36,10,328,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-04,PA,1580,1543,37,16,375,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-11,PA,1777,1720,57,13,431,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-18,PA,2061,1988,73,12,488,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-25,PA,2243,2164,79,9,516,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-02,PA,2200,2130,70,20,471,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-09,PR,40,35,5,20,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-16,PR,29,29,0,15,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-23,PR,21,17,4,19,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-30,PR,13,10,3,12,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-06,PR,18,16,2,26,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-13,PR,25,25,0,22,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-20,PR,18,18,0,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-27,PR,20,20,0,32,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-04,PR,20,19,1,28,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-11,PR,20,19,1,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-18,PR,45,36,9,19,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-25,PR,117,83,34,21,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-01,PR,340,269,71,16,86,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-08,PR,471,419,52,18,112,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-15,PR,655,575,80,14,143,172,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-22,PR,455,406,49,19,76,58,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-29,PR,258,230,28,13,36,16,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-05,PR,181,160,21,5,25,6,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-12,PR,96,75,21,15,12,9,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-19,PR,68,59,9,7,12,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,PR,46,41,5,7,8,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-05,PR,36,32,4,6,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,PR,29,23,6,23,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-19,PR,45,37,8,21,7,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-26,PR,44,30,14,31,5,5,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-02,PR,32,28,4,26,6,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
