weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2022-10-01,UT,149.0,127.0,22.0,0.0,12.0,10.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,UT,106.0,88.0,18.0,0.0,14.0,4.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,AK,67.0,65.0,2.0,4.0,1.0,0.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,AK,22.0,19.0,3.0,1.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,AK,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,AK,8.0,7.0,1.0,30.0,1.0,0.0,1.0,0.0,25.0,5.0,2.0,2.0,0.0,1.0,3.0,2.0,4.0,1.0,8.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021-01-16,CO,908.0,885.0,23.0,4.0,,,232.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,CO,185.0,170.0,15.0,179.0,6.0,9.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,FL,1477.0,1382.0,95.0,213.0,42.0,42.0,257.0,79.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,GA,207.0,194.0,13.0,46.0,4.0,5.0,25.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,HI,118.0,86.0,32.0,7.0,10.0,22.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-18,HI,80.0,52.0,28.0,29.0,7.0,21.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-23,HI,13.0,13.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,0.0,25.0,7.0,18.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,18.0,0.0,0.0,2.0,3.0,2.0,0.0
2022-06-11,KS,189.0,186.0,3.0,2.0,1.0,2.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,MA,777.0,754.0,23.0,3.0,17.0,4.0,121.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,UT,126.0,110.0,16.0,22.0,10.0,6.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,AK,28.0,27.0,1.0,4.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,AR,1888.0,1813.0,75.0,13.0,33.0,38.0,391.0,65.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,CO,458.0,434.0,24.0,0.0,,,129.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,FL,5454.0,5243.0,211.0,19.0,,,1374.0,198.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,GA,6072.0,5825.0,247.0,77.0,,,1678.0,495.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,HI,225.0,192.0,33.0,0.0,9.0,24.0,25.0,42.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,MA,659.0,643.0,16.0,1.0,12.0,4.0,124.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-20,MA,210.0,209.0,1.0,13.0,0.0,1.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,MP,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,OK,1471.0,1438.0,33.0,9.0,,,208.0,33.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,PR,162.0,140.0,22.0,73.0,17.0,6.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,PR,182.0,156.0,26.0,114.0,19.0,5.0,29.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-30,PR,78.0,51.0,0.0,279.0,0.0,0.0,4.0,27.0,134.0,41.0,149.0,13.0,94.0,4.0,16.0,27.0,22.0,19.0,27.0,17.0,30.0,60.0,104.0,92.0,2.0,1.0,1.0,0.0,11.0,42.0
2021-03-13,UT,207.0,199.0,8.0,0.0,,,72.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,UT,416.0,404.0,12.0,0.0,,,178.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,AK,100.0,97.0,3.0,7.0,,,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,CO,153.0,145.0,8.0,543.0,7.0,1.0,31.0,0.0,485.0,58.0,223.0,83.0,140.0,27.0,28.0,59.0,29.0,29.0,138.0,94.0,113.0,140.0,0.0,120.0,20.0,18.0,25.0,12.0,28.0,0.0
2023-09-16,GA,700.0,663.0,37.0,34.0,19.0,18.0,99.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,HI,72.0,70.0,2.0,0.0,,,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-22,MP,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,UT,26.0,22.0,4.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-01-07,AK,39.0,39.0,0.0,32.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,AS,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,AS,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-12,FL,4878.0,4782.0,96.0,38.0,,,898.0,158.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,FL,1282.0,1234.0,48.0,211.0,25.0,14.0,138.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,GA,2737.0,2589.0,148.0,28.0,85.0,31.0,671.0,459.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,KS,137.0,130.0,7.0,7.0,3.0,4.0,15.0,21.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,KS,18.0,11.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-12-02,MA,644.0,623.0,21.0,99.0,14.0,7.0,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,MP,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-19,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,OK,186.0,182.0,4.0,9.0,,,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,OK,20.0,17.0,3.0,1.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-10-26,UT,30.0,28.0,2.0,5.0,2.0,0.0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,5.0,7.0,13.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2022-08-06,AR,427.0,406.0,21.0,3.0,13.0,7.0,72.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,AR,285.0,270.0,15.0,65.0,10.0,5.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,AS,6.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,CO,329.0,314.0,15.0,1.0,,,109.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,FL,1669.0,1581.0,88.0,172.0,43.0,37.0,175.0,65.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,GA,172.0,152.0,20.0,35.0,8.0,12.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-09-05,HI,1996.0,1996.0,0.0,,,,30.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,HI,33.0,32.0,1.0,1.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,MA,208.0,206.0,2.0,11.0,1.0,1.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,MP,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,OK,1996.0,1977.0,19.0,10.0,,,517.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,AR,547.0,546.0,1.0,,,,94.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,AR,119.0,108.0,11.0,17.0,11.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,FL,3081.0,3009.0,72.0,38.0,,,968.0,95.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-31,GA,82.0,73.0,9.0,24.0,7.0,2.0,14.0,0.0,19.0,5.0,15.0,8.0,7.0,10.0,17.0,32.0,1.0,4.0,4.0,3.0,6.0,6.0,0.0,7.0,0.0,1.0,1.0,2.0,4.0,0.0
2021-09-18,HI,240.0,236.0,4.0,0.0,,,59.0,34.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,HI,35.0,28.0,7.0,0.0,7.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,MA,547.0,540.0,7.0,0.0,,,168.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,MA,770.0,753.0,17.0,15.0,10.0,7.0,96.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,MP,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,PR,155.0,145.0,10.0,23.0,,,45.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,PR,455.0,406.0,49.0,19.0,23.0,11.0,76.0,58.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,PR,227.0,205.0,22.0,61.0,15.0,3.0,27.0,5.0,11.0,4.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,
2021-06-12,UT,184.0,179.0,5.0,0.0,,,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-20,UT,158.0,141.0,17.0,28.0,13.0,4.0,42.0,0.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
2021-05-01,AK,48.0,47.0,1.0,7.0,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,AK,199.0,194.0,5.0,7.0,,,63.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,AR,1204.0,1181.0,23.0,3.0,,,316.0,19.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,CO,509.0,492.0,17.0,137.0,16.0,1.0,69.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-03,FL,1984.0,1879.0,105.0,,,,495.0,57.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,FL,4907.0,4711.0,196.0,161.0,96.0,86.0,867.0,199.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,FL,1130.0,1082.0,48.0,138.0,24.0,12.0,119.0,52.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,FL,830.0,810.0,20.0,78.0,10.0,8.0,83.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-04-24,GA,2774.0,2696.0,78.0,20.0,,,694.0,133.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,GA,1577.0,1547.0,30.0,9.0,,,399.0,90.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,HI,52.0,22.0,30.0,9.0,9.0,21.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,HI,18.0,16.0,2.0,34.0,1.0,1.0,2.0,0.0,31.0,3.0,5.0,4.0,1.0,3.0,2.0,9.0,0.0,3.0,6.0,5.0,5.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
2022-02-19,KS,510.0,499.0,11.0,25.0,4.0,5.0,105.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,MA,271.0,266.0,5.0,9.0,3.0,2.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,OK,350.0,341.0,9.0,45.0,5.0,1.0,44.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,OK,381.0,370.0,11.0,209.0,7.0,4.0,28.0,15.0,14.0,1.0,26.0,15.0,11.0,,,,,,,,,,,,,,,,,
2024-12-14,OK,158.0,155.0,3.0,57.0,2.0,1.0,19.0,0.0,55.0,2.0,40.0,16.0,24.0,19.0,40.0,77.0,0.0,2.0,13.0,15.0,10.0,17.0,0.0,23.0,1.0,3.0,2.0,3.0,8.0,0.0
2025-03-08,OK,87.0,83.0,4.0,221.0,3.0,1.0,9.0,0.0,215.0,6.0,112.0,87.0,25.0,15.0,17.0,42.0,4.0,2.0,22.0,58.0,68.0,67.0,0.0,23.0,2.0,10.0,18.0,17.0,42.0,0.0
2022-09-17,PR,146.0,121.0,25.0,39.0,17.0,8.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,PR,75.0,61.0,10.0,251.0,6.0,4.0,2.0,4.0,141.0,86.0,49.0,2.0,47.0,11.0,21.0,27.0,50.0,36.0,12.0,28.0,36.0,65.0,24.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0
2021-07-31,AK,91.0,90.0,1.0,7.0,,,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,AK,23.0,23.0,0.0,6.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,AK,21.0,20.0,1.0,5.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-11,AK,14.0,12.0,2.0,39.0,2.0,0.0,4.0,0.0,36.0,3.0,21.0,15.0,6.0,2.0,1.0,5.0,3.0,0.0,14.0,6.0,9.0,7.0,0.0,6.0,0.0,3.0,0.0,5.0,7.0,0.0
2023-05-20,AR,103.0,96.0,7.0,9.0,4.0,3.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,AS,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,CO,1160.0,1114.0,46.0,47.0,,,481.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,FL,15579.0,15193.0,386.0,32.0,,,4584.0,628.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,FL,5255.0,5009.0,246.0,74.0,123.0,84.0,901.0,273.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-16,FL,1178.0,1125.0,53.0,843.0,23.0,19.0,102.0,46.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-08-03,GA,135.0,128.0,7.0,3.0,5.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-07-03,HI,27.0,27.0,0.0,0.0,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,HI,15.0,15.0,0.0,6.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,KS,254.0,251.0,3.0,,,,32.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,KS,183.0,177.0,6.0,6.0,,,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,MA,205.0,196.0,9.0,9.0,7.0,2.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,MA,162.0,159.0,3.0,177.0,3.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,OK,24.0,22.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-02-10,PR,225.0,201.0,24.0,68.0,16.0,7.0,24.0,3.0,6.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-24,UT,49.0,45.0,4.0,3.0,1.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,UT,48.0,44.0,4.0,0.0,3.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,AK,117.0,108.0,9.0,12.0,4.0,2.0,47.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,AR,400.0,395.0,5.0,2.0,,,137.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-11,AR,189.0,183.0,6.0,24.0,5.0,1.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,AS,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,CO,101.0,97.0,4.0,3.0,3.0,1.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,GA,1560.0,1459.0,101.0,158.0,22.0,13.0,327.0,294.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-03,KS,294.0,294.0,0.0,,,,47.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,KS,690.0,680.0,10.0,1.0,,,212.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,MA,1942.0,1890.0,52.0,28.0,26.0,26.0,377.0,33.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,UT,206.0,169.0,37.0,1.0,12.0,25.0,58.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-09,UT,113.0,100.0,13.0,14.0,10.0,3.0,23.0,0.0,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,
2020-11-14,AK,121.0,116.0,5.0,0.0,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-06,AK,120.0,111.0,9.0,0.0,,,41.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,AR,830.0,806.0,24.0,2.0,,,210.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,AR,132.0,61.0,71.0,28.0,18.0,52.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,CO,27.0,20.0,7.0,10.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-01-22,FL,13088.0,12615.0,473.0,69.0,87.0,104.0,2654.0,827.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,FL,2631.0,2529.0,102.0,156.0,48.0,44.0,275.0,617.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,KS,122.0,121.0,1.0,3.0,1.0,0.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,OK,912.0,891.0,21.0,14.0,,,192.0,58.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,OK,56.0,55.0,1.0,45.0,0.0,1.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-06,OK,97.0,89.0,8.0,10.0,3.0,5.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,PR,193.0,145.0,48.0,13.0,31.0,16.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,PR,21.0,16.0,5.0,5.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-07-17,UT,308.0,298.0,10.0,1.0,,,112.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,FL,15956.0,15542.0,414.0,29.0,,,4303.0,946.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,FL,1024.0,956.0,68.0,152.0,26.0,32.0,128.0,71.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-24,GA,82.0,78.0,4.0,21.0,2.0,2.0,13.0,0.0,18.0,3.0,15.0,12.0,3.0,9.0,19.0,37.0,1.0,2.0,2.0,5.0,6.0,5.0,0.0,3.0,0.0,1.0,1.0,5.0,5.0,0.0
2022-09-17,KS,245.0,236.0,9.0,0.0,4.0,4.0,41.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,KS,118.0,114.0,4.0,2.0,4.0,0.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,KS,98.0,94.0,3.0,388.0,3.0,0.0,9.0,1.0,347.0,24.0,85.0,32.0,48.0,8.0,18.0,59.0,16.0,8.0,50.0,74.0,98.0,125.0,17.0,45.0,3.0,4.0,9.0,8.0,11.0,5.0
2021-10-02,MP,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-26,OK,84.0,82.0,2.0,17.0,1.0,1.0,14.0,0.0,15.0,2.0,10.0,6.0,4.0,9.0,19.0,40.0,1.0,1.0,8.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0
2023-04-01,PR,51.0,40.0,11.0,42.0,6.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-08-19,PR,154.0,138.0,16.0,30.0,15.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,UT,112.0,102.0,10.0,6.0,3.0,7.0,49.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-30,UT,59.0,47.0,12.0,20.0,9.0,3.0,10.0,0.0,16.0,4.0,11.0,2.0,9.0,7.0,11.0,19.0,3.0,1.0,7.0,0.0,5.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0
2022-09-03,AK,75.0,68.0,7.0,0.0,4.0,3.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,AR,323.0,318.0,5.0,,,,58.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-12,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,AS,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,CO,781.0,758.0,23.0,0.0,,,314.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,CO,2428.0,2262.0,166.0,24.0,46.0,30.0,778.0,29.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-09,GA,3123.0,3089.0,34.0,4.0,,,733.0,639.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,GA,934.0,882.0,52.0,137.0,11.0,6.0,275.0,123.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,GA,406.0,366.0,40.0,53.0,21.0,18.0,73.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,GA,978.0,931.0,47.0,192.0,27.0,19.0,167.0,13.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-10-22,HI,132.0,102.0,30.0,3.0,8.0,22.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-04,MA,636.0,613.0,23.0,15.0,16.0,7.0,97.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,OK,54.0,52.0,2.0,20.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,AK,58.0,57.0,1.0,2.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,AK,101.0,92.0,9.0,2.0,7.0,2.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,AK,25.0,25.0,0.0,2.0,0.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,AR,132.0,48.0,84.0,33.0,31.0,53.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,AR,209.0,203.0,6.0,10.0,3.0,3.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,CO,353.0,325.0,28.0,1.0,14.0,14.0,71.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-09,CO,270.0,257.0,13.0,7.0,9.0,4.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,FL,577.0,554.0,23.0,312.0,7.0,8.0,43.0,39.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-10-26,FL,99.0,97.0,2.0,114.0,0.0,2.0,5.0,0.0,111.0,3.0,68.0,39.0,29.0,11.0,22.0,59.0,1.0,2.0,22.0,28.0,26.0,35.0,0.0,25.0,4.0,5.0,5.0,8.0,21.0,0.0
2021-11-06,HI,34.0,34.0,0.0,0.0,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,HI,151.0,122.0,29.0,0.0,7.0,22.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-29,MA,231.0,223.0,8.0,4.0,3.0,5.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,OK,332.0,319.0,13.0,82.0,1.0,0.0,51.0,19.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,PR,1206.0,1193.0,13.0,11.0,,,214.0,408.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,PR,91.0,82.0,9.0,12.0,,,30.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-19,UT,20.0,20.0,0.0,27.0,0.0,0.0,5.0,0.0,25.0,2.0,17.0,8.0,9.0,0.0,4.0,11.0,2.0,0.0,3.0,10.0,3.0,9.0,0.0,8.0,1.0,2.0,1.0,2.0,3.0,0.0
