weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2024-10-12,OR,152.0,135.0,17.0,6.0,5.0,1.0,2.0,1.0,1.0,9.0,8.0,28.0,0.0,23.0,28.0,56.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-12,PA,15.0,11.0,0.0,26.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,PR,2.0,2.0,0.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,RI,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,Region 1,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,Region 10,272.0,249.0,20.0,17.0,13.0,4.0,3.0,1.0,2.0,10.0,10.0,49.0,3.0,43.0,51.0,106.0,3.0,1.0,3.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-12,Region 2,64.0,61.0,3.0,9.0,4.0,5.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,11.0,13.0,32.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,Region 3,144.0,134.0,6.0,45.0,28.0,1.0,5.0,1.0,4.0,1.0,5.0,22.0,4.0,29.0,27.0,56.0,0.0,1.0,14.0,2.0,4.0,8.0,16.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
2024-10-12,Region 4,194.0,179.0,15.0,98.0,85.0,13.0,79.0,64.0,15.0,11.0,4.0,31.0,0.0,42.0,44.0,62.0,6.0,7.0,29.0,24.0,19.0,13.0,0.0,12.0,3.0,25.0,17.0,12.0,10.0,0.0
2024-10-12,Region 5,113.0,108.0,5.0,7.0,7.0,0.0,4.0,2.0,2.0,3.0,2.0,11.0,0.0,21.0,20.0,56.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-12,Region 6,647.0,437.0,190.0,81.0,48.0,33.0,52.0,0.0,31.0,96.0,94.0,84.0,20.0,138.0,135.0,80.0,29.0,4.0,16.0,19.0,3.0,10.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,21.0
2024-10-12,Region 7,23.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,Region 8,151.0,142.0,9.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,4.0,44.0,0.0,18.0,26.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,Region 9,346.0,327.0,10.0,35.0,32.0,3.0,3.0,1.0,2.0,9.0,1.0,52.0,9.0,60.0,72.0,143.0,2.0,1.0,7.0,6.0,8.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-12,SC,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,SD,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,TN,103.0,90.0,13.0,2.0,2.0,0.0,1.0,0.0,1.0,10.0,3.0,19.0,0.0,21.0,20.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,TX,620.0,411.0,189.0,79.0,46.0,33.0,31.0,0.0,31.0,96.0,93.0,78.0,20.0,134.0,127.0,72.0,29.0,4.0,16.0,17.0,3.0,10.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,USA,1971.0,1676.0,259.0,295.0,220.0,59.0,148.0,69.0,58.0,137.0,122.0,299.0,36.0,367.0,399.0,611.0,41.0,18.0,73.0,60.0,38.0,49.0,16.0,49.0,9.0,26.0,18.0,13.0,12.0,21.0
2024-10-12,UT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,VA,114.0,108.0,6.0,19.0,15.0,0.0,4.0,1.0,3.0,1.0,5.0,22.0,0.0,26.0,21.0,39.0,0.0,0.0,14.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
2024-10-12,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-12,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,WA,104.0,98.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,20.0,3.0,17.0,20.0,41.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,WI,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,WY,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,AK,5.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,AL,21.0,21.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,8.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,AR,12.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,AZ,33.0,32.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,12.0,13.0,0.0,0.0,2.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,CA,561.0,525.0,33.0,75.0,65.0,9.0,16.0,10.0,6.0,20.0,13.0,83.0,3.0,98.0,121.0,223.0,5.0,4.0,8.0,15.0,19.0,23.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,0.0
2024-10-19,CO,30.0,28.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,9.0,0.0,3.0,6.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,CT,109.0,105.0,3.0,5.0,5.0,0.0,12.0,6.0,6.0,1.0,2.0,9.0,1.0,14.0,27.0,55.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,2.0,0.0
2024-10-19,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,DE,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,FL,146.0,138.0,7.0,134.0,125.0,9.0,86.0,42.0,44.0,6.0,1.0,16.0,1.0,24.0,21.0,77.0,5.0,4.0,19.0,35.0,24.0,47.0,0.0,40.0,4.0,12.0,6.0,8.0,16.0,0.0
2024-10-19,GA,31.0,31.0,0.0,5.0,5.0,0.0,15.0,9.0,6.0,0.0,0.0,4.0,0.0,4.0,10.0,13.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,0.0,3.0,1.0,2.0,3.0,0.0
2024-10-19,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,HI,5.0,4.0,1.0,1.0,1.0,0.0,9.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-10-19,IA,32.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,ID,9.0,9.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,IL,33.0,30.0,3.0,5.0,5.0,0.0,6.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0,6.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
2024-10-19,IN,22.0,22.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-10-19,KS,18.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,KY,34.0,33.0,1.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,7.0,0.0,3.0,7.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,LA,24.0,23.0,1.0,13.0,7.0,4.0,11.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,7.0,12.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0
2024-10-19,MA,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,MD,17.0,17.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,ME,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,MI,40.0,40.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,14.0,17.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,MN,53.0,52.0,1.0,88.0,87.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,11.0,7.0,32.0,0.0,1.0,15.0,18.0,21.0,33.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-19,MO,27.0,24.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,MS,7.0,5.0,2.0,4.0,4.0,0.0,6.0,1.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
2024-10-19,MT,17.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,NC,36.0,36.0,0.0,48.0,47.0,1.0,43.0,42.0,1.0,0.0,0.0,3.0,0.0,6.0,11.0,16.0,0.0,1.0,7.0,13.0,12.0,15.0,0.0,1.0,0.0,8.0,11.0,11.0,12.0,0.0
2024-10-19,ND,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,NE,10.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,NH,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,NJ,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,NM,17.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,NV,23.0,21.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,NY,119.0,112.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,2.0,3.0,15.0,2.0,6.0,29.0,62.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,OH,81.0,73.0,8.0,11.0,7.0,4.0,17.0,1.0,16.0,6.0,2.0,19.0,0.0,13.0,12.0,29.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,OK,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,OR,57.0,55.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,7.0,13.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-10-19,PA,45.0,32.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,9.0,20.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,PR,1.0,1.0,0.0,6.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,RI,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,Region 1,176.0,168.0,5.0,6.0,6.0,0.0,13.0,7.0,6.0,2.0,3.0,15.0,3.0,22.0,39.0,92.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,3.0,0.0
2024-10-19,Region 10,130.0,125.0,5.0,12.0,12.0,0.0,2.0,1.0,1.0,4.0,1.0,14.0,0.0,15.0,30.0,66.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-10-19,Region 2,125.0,118.0,5.0,11.0,9.0,2.0,4.0,0.0,4.0,2.0,3.0,16.0,2.0,6.0,31.0,65.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,Region 3,165.0,148.0,4.0,23.0,23.0,0.0,6.0,1.0,5.0,3.0,1.0,15.0,13.0,13.0,42.0,78.0,0.0,0.0,3.0,4.0,8.0,8.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
2024-10-19,Region 4,326.0,314.0,11.0,215.0,205.0,10.0,160.0,96.0,64.0,10.0,1.0,41.0,1.0,54.0,69.0,150.0,5.0,5.0,31.0,59.0,48.0,67.0,0.0,59.0,5.0,23.0,19.0,21.0,33.0,0.0
2024-10-19,Region 5,270.0,254.0,16.0,118.0,113.0,5.0,30.0,6.0,24.0,11.0,5.0,41.0,0.0,36.0,51.0,126.0,4.0,1.0,19.0,23.0,25.0,46.0,0.0,23.0,1.0,2.0,0.0,3.0,1.0,0.0
2024-10-19,Region 6,149.0,140.0,8.0,63.0,52.0,9.0,48.0,10.0,34.0,8.0,0.0,14.0,1.0,18.0,39.0,69.0,3.0,6.0,6.0,10.0,16.0,20.0,2.0,33.0,1.0,3.0,0.0,1.0,6.0,4.0
2024-10-19,Region 7,87.0,77.0,6.0,4.0,3.0,1.0,2.0,2.0,0.0,4.0,2.0,1.0,4.0,14.0,16.0,46.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2024-10-19,Region 8,64.0,60.0,4.0,6.0,6.0,0.0,2.0,0.0,2.0,4.0,0.0,12.0,0.0,8.0,15.0,25.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,Region 9,622.0,582.0,37.0,95.0,85.0,9.0,25.0,11.0,14.0,23.0,14.0,92.0,3.0,102.0,141.0,247.0,5.0,4.0,10.0,27.0,21.0,27.0,1.0,12.0,2.0,4.0,2.0,2.0,3.0,0.0
2024-10-19,SC,29.0,28.0,1.0,8.0,8.0,0.0,5.0,1.0,4.0,1.0,0.0,4.0,0.0,7.0,6.0,11.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-19,SD,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,TN,22.0,22.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,8.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,TX,89.0,84.0,4.0,46.0,42.0,4.0,36.0,5.0,31.0,4.0,0.0,10.0,1.0,11.0,20.0,43.0,1.0,3.0,6.0,8.0,11.0,17.0,0.0,30.0,1.0,2.0,0.0,0.0,3.0,0.0
2024-10-19,USA,2114.0,1986.0,101.0,553.0,514.0,36.0,292.0,134.0,154.0,71.0,30.0,261.0,27.0,288.0,473.0,964.0,19.0,17.0,77.0,123.0,130.0,184.0,3.0,141.0,13.0,34.0,21.0,31.0,48.0,4.0
2024-10-19,UT,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,VA,86.0,82.0,4.0,15.0,15.0,0.0,4.0,1.0,3.0,3.0,1.0,9.0,0.0,10.0,23.0,40.0,0.0,0.0,2.0,4.0,3.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-10-19,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,VT,14.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,WA,59.0,56.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,6.0,11.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,WI,41.0,37.0,4.0,7.0,7.0,0.0,2.0,0.0,2.0,2.0,2.0,11.0,0.0,4.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,WV,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,WY,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,AK,6.0,6.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-26,AL,27.0,23.0,4.0,9.0,5.0,4.0,10.0,4.0,6.0,4.0,0.0,1.0,0.0,4.0,9.0,9.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0
2024-10-26,AR,20.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-26,AS,0.0,0.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,AZ,419.0,414.0,5.0,187.0,186.0,1.0,0.0,0.0,0.0,1.0,4.0,51.0,0.0,76.0,126.0,161.0,0.0,1.0,60.0,61.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,CA,550.0,530.0,19.0,137.0,129.0,8.0,43.0,26.0,17.0,14.0,5.0,71.0,1.0,114.0,105.0,240.0,5.0,3.0,27.0,30.0,28.0,44.0,0.0,14.0,3.0,4.0,5.0,5.0,12.0,0.0
2024-10-26,CO,45.0,40.0,5.0,14.0,14.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,14.0,10.0,15.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,CT,102.0,98.0,2.0,6.0,4.0,2.0,16.0,2.0,14.0,2.0,0.0,7.0,2.0,15.0,23.0,53.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0
2024-10-26,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,DE,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,FL,99.0,97.0,2.0,114.0,111.0,3.0,68.0,39.0,29.0,0.0,2.0,5.0,0.0,11.0,22.0,59.0,1.0,2.0,22.0,28.0,26.0,35.0,0.0,25.0,4.0,5.0,5.0,8.0,21.0,0.0
2024-10-26,GA,46.0,45.0,1.0,8.0,8.0,0.0,16.0,10.0,6.0,0.0,1.0,8.0,0.0,9.0,15.0,13.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,1.0,5.0,4.0,0.0,1.0,0.0
2024-10-26,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,HI,4.0,4.0,0.0,2.0,2.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
