weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmped0to4,numconfc19newadmped5to17,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2024-12-21,IA,87.0,79.0,6.0,42.0,2.0,2.0,5.0,1.0,36.0,6.0,41.0,7.0,34.0,13.0,24.0,40.0,5.0,1.0,7.0,11.0,6.0,12.0,0.0,29.0,5.0,3.0,0.0,1.0,3.0,0.0
2021-04-10,NM,109.0,107.0,2.0,2.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,OH,1318.0,1294.0,24.0,,171.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,SD,160.0,158.0,2.0,0.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,SD,98.0,95.0,3.0,0.0,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,SD,81.0,80.0,1.0,15.0,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,SD,107.0,106.0,1.0,2.0,17.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,TN,287.0,277.0,10.0,129.0,36.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-08-15,TX,5823.0,5722.0,101.0,,14300.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,IA,309.0,293.0,16.0,218.0,42.0,9.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,IA,81.0,74.0,7.0,1.0,12.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,IN,37.0,37.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-07-30,NM,235.0,217.0,18.0,1.0,50.0,4.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,NY,782.0,731.0,49.0,895.0,115.0,2.0,32.0,17.0,775.0,120.0,240.0,188.0,52.0,127.0,137.0,352.0,52.0,68.0,156.0,159.0,191.0,269.0,0.0,43.0,9.0,24.0,33.0,41.0,90.0,0.0
2024-07-13,OH,107.0,103.0,4.0,2.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-03-20,PA,1603.0,1560.0,43.0,9.0,295.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,PA,1009.0,979.0,30.0,123.0,88.0,16.0,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,TX,954.0,898.0,56.0,519.0,238.0,41.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,AL,318.0,304.0,14.0,13.0,75.0,14.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-30,AL,538.0,526.0,12.0,318.0,66.0,0.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,IN,444.0,435.0,9.0,,73.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,IN,482.0,462.0,20.0,8.0,108.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,NM,658.0,635.0,23.0,9.0,149.0,69.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,NM,244.0,227.0,17.0,6.0,67.0,5.0,12.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,NY,2989.0,2876.0,113.0,1308.0,473.0,91.0,73.0,24.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,NY,424.0,408.0,16.0,105.0,66.0,0.0,12.0,4.0,89.0,16.0,58.0,42.0,16.0,68.0,75.0,199.0,7.0,9.0,25.0,21.0,22.0,21.0,0.0,12.0,4.0,11.0,5.0,8.0,18.0,0.0
2022-08-06,OH,1682.0,1586.0,96.0,4.0,309.0,1.0,68.0,28.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,OH,630.0,583.0,47.0,609.0,65.0,10.0,23.0,23.0,11.0,28.0,18.0,1.0,17.0,,,,,,,,,,,,,,,,,
2022-11-19,PA,1262.0,1214.0,48.0,408.0,131.0,64.0,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,PA,1262.0,1197.0,65.0,193.0,189.0,61.0,34.0,19.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,PA,688.0,659.0,29.0,45.0,61.0,15.0,16.0,12.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-01-07,SD,56.0,54.0,2.0,69.0,6.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,SD,8.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,TN,669.0,635.0,34.0,9.0,112.0,52.0,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,IN,3068.0,2976.0,92.0,60.0,845.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,NM,108.0,103.0,5.0,0.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05,NM,18.0,17.0,1.0,4.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,NY,60.0,57.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,OH,4856.0,4775.0,81.0,6.0,627.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,PA,134.0,124.0,10.0,80.0,16.0,3.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-09-07,SD,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-15,TN,730.0,719.0,11.0,24.0,189.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,TN,981.0,964.0,17.0,3.0,226.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,TN,418.0,401.0,17.0,27.0,39.0,42.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,TN,529.0,509.0,20.0,294.0,49.0,37.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,TN,543.0,526.0,17.0,390.0,36.0,31.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,TX,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-01-23,IA,456.0,450.0,6.0,1.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,IN,831.0,806.0,25.0,443.0,78.0,63.0,19.0,3.0,8.0,1.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,
2020-09-26,NM,106.0,106.0,0.0,,52.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,NM,39.0,24.0,15.0,90.0,6.0,0.0,4.0,11.0,74.0,16.0,46.0,16.0,30.0,4.0,3.0,11.0,8.0,8.0,19.0,20.0,17.0,18.0,0.0,24.0,6.0,3.0,3.0,1.0,9.0,0.0
2024-06-08,NY,216.0,207.0,9.0,10.0,32.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-07-06,NY,267.0,260.0,7.0,4.0,33.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,PA,222.0,213.0,9.0,60.0,20.0,19.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,SD,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-01,TN,920.0,898.0,22.0,17.0,218.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-17,TN,620.0,604.0,16.0,258.0,66.0,34.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-19,AK,7.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,8.0,1.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
2024-07-06,AR,44.0,39.0,5.0,4.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-11-20,AS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,CO,147.0,145.0,2.0,,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,CO,676.0,654.0,22.0,1.0,217.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,CO,185.0,170.0,15.0,179.0,44.0,0.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,FL,7203.0,7096.0,107.0,50.0,1159.0,374.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-04,MA,636.0,613.0,23.0,15.0,97.0,0.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,MP,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,OK,217.0,206.0,11.0,74.0,19.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,PR,330.0,327.0,3.0,,94.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,PR,32.0,28.0,4.0,26.0,6.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,UT,168.0,158.0,10.0,0.0,69.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,UT,42.0,40.0,2.0,1.0,7.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,AK,142.0,136.0,6.0,0.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,AR,439.0,423.0,16.0,16.0,88.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-19,AR,182.0,173.0,9.0,7.0,24.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,CO,315.0,296.0,19.0,9.0,55.0,2.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,CO,21.0,16.0,5.0,6.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-09-14,CO,44.0,37.0,7.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-01-09,FL,8108.0,7994.0,114.0,40.0,1358.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,FL,3186.0,3038.0,148.0,103.0,1120.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,GA,42.0,42.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-04-22,HI,109.0,81.0,28.0,2.0,5.0,28.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,OK,68.0,65.0,3.0,118.0,18.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,OK,26.0,24.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-05-06,AK,29.0,28.0,1.0,5.0,9.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-31,AK,8.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-06-05,AR,171.0,171.0,0.0,7.0,69.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,CO,60.0,57.0,3.0,3.0,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,FL,1365.0,1322.0,43.0,81.0,329.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,GA,312.0,282.0,30.0,60.0,48.0,11.0,7.0,23.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-12-28,HI,9.0,9.0,0.0,57.0,0.0,0.0,0.0,0.0,57.0,0.0,16.0,8.0,8.0,2.0,3.0,4.0,0.0,0.0,12.0,10.0,11.0,24.0,0.0,7.0,1.0,0.0,1.0,3.0,4.0,0.0
2024-04-06,KS,85.0,83.0,2.0,42.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-02-26,MA,401.0,381.0,20.0,34.0,76.0,12.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,MP,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,OK,925.0,911.0,14.0,30.0,194.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,PR,15.0,12.0,3.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,PR,252.0,233.0,19.0,84.0,12.0,64.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,WV,115.0,108.0,7.0,136.0,9.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,AK,76.0,75.0,1.0,8.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,AR,180.0,178.0,2.0,6.0,67.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,AS,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,CO,153.0,145.0,8.0,543.0,31.0,0.0,7.0,1.0,485.0,58.0,223.0,83.0,140.0,27.0,28.0,59.0,29.0,29.0,138.0,94.0,113.0,140.0,0.0,120.0,20.0,18.0,25.0,12.0,28.0,0.0
2022-06-04,FL,3317.0,3158.0,159.0,665.0,636.0,140.0,63.0,78.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,FL,1024.0,956.0,68.0,152.0,128.0,71.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-20,GA,1109.0,1065.0,44.0,486.0,186.0,18.0,28.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-12-26,HI,65.0,64.0,1.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09,HI,93.0,91.0,2.0,0.0,27.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,HI,101.0,70.0,31.0,17.0,4.0,17.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-11-09,KS,62.0,53.0,5.0,7.0,10.0,4.0,5.0,0.0,6.0,1.0,1.0,1.0,0.0,8.0,12.0,23.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2023-09-09,MA,487.0,474.0,13.0,8.0,46.0,1.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02,OK,1245.0,1226.0,19.0,2.0,323.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,OK,412.0,401.0,11.0,59.0,47.0,11.0,9.0,2.0,6.0,0.0,23.0,12.0,11.0,,,,,,,,,,,,,,,,,
2025-05-17,OK,51.0,50.0,1.0,19.0,10.0,0.0,0.0,1.0,16.0,3.0,9.0,7.0,2.0,6.0,10.0,24.0,1.0,2.0,3.0,6.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0
2024-03-30,PR,70.0,63.0,7.0,47.0,9.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-03-23,WV,65.0,60.0,5.0,80.0,6.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,AK,34.0,34.0,0.0,2.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,AK,20.0,19.0,1.0,33.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,AR,322.0,318.0,4.0,,66.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,CO,1689.0,1650.0,39.0,2.0,506.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-03,GA,3653.0,3551.0,102.0,0.0,778.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02,GA,1956.0,1883.0,73.0,35.0,515.0,282.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,GA,2521.0,2353.0,168.0,26.0,555.0,290.0,75.0,62.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,GA,1077.0,1014.0,63.0,216.0,288.0,156.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,GA,269.0,259.0,10.0,17.0,40.0,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,HI,114.0,86.0,28.0,9.0,14.0,20.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-29,KS,151.0,148.0,3.0,0.0,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,KS,116.0,113.0,3.0,7.0,17.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,KS,369.0,350.0,19.0,0.0,61.0,15.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,KS,302.0,294.0,8.0,0.0,36.0,9.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,MA,596.0,585.0,11.0,148.0,65.0,2.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,PR,258.0,197.0,61.0,28.0,32.0,27.0,41.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,PR,172.0,155.0,17.0,77.0,29.0,3.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,PR,163.0,132.0,31.0,58.0,7.0,11.0,21.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,UT,480.0,462.0,18.0,0.0,154.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,UT,254.0,226.0,28.0,29.0,72.0,1.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,WV,19.0,18.0,1.0,6.0,2.0,0.0,1.0,0.0,3.0,2.0,16.0,10.0,6.0,3.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,4.0,2.0,4.0,0.0
2024-06-01,AK,9.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-05,AR,981.0,968.0,13.0,6.0,113.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,AR,382.0,367.0,15.0,3.0,56.0,2.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-29,GA,330.0,317.0,13.0,16.0,43.0,11.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,GA,80.0,79.0,1.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,HI,91.0,58.0,33.0,4.0,3.0,16.0,10.0,23.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-19,MA,195.0,194.0,1.0,,46.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,MA,6.0,6.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,OK,465.0,458.0,7.0,,112.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,OK,589.0,579.0,10.0,6.0,130.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,PR,3.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,UT,70.0,62.0,8.0,1.0,13.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,UT,99.0,87.0,12.0,0.0,19.0,0.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,WV,188.0,186.0,2.0,0.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,AS,19.0,19.0,0.0,0.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-26,CO,441.0,409.0,32.0,24.0,112.0,1.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,CO,564.0,536.0,28.0,399.0,86.0,2.0,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,CO,327.0,304.0,23.0,17.0,53.0,0.0,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,GA,312.0,298.0,14.0,1301.0,50.0,0.0,8.0,6.0,1174.0,126.0,161.0,131.0,30.0,55.0,68.0,125.0,50.0,76.0,216.0,288.0,296.0,374.0,1.0,27.0,3.0,21.0,40.0,39.0,31.0,0.0
2021-01-16,KS,955.0,951.0,4.0,9.0,148.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,MA,1009.0,1003.0,6.0,1.0,152.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15,MA,295.0,287.0,8.0,1448.0,32.0,0.0,8.0,0.0,1395.0,52.0,117.0,95.0,22.0,53.0,60.0,142.0,25.0,27.0,165.0,286.0,325.0,619.0,1.0,21.0,1.0,7.0,21.0,23.0,44.0,0.0
2021-08-07,MP,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,MP,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,OK,929.0,912.0,17.0,9.0,165.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,PR,156.0,145.0,11.0,59.0,8.0,1.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,WV,677.0,670.0,7.0,4.0,92.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,WV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-30,WV,147.0,144.0,3.0,3.0,17.0,0.0,3.0,0.0,3.0,0.0,27.0,12.0,10.0,29.0,58.0,40.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,2.0,3.0,3.0,5.0,1.0,5.0
2025-04-12,WV,32.0,27.0,5.0,47.0,1.0,0.0,5.0,0.0,44.0,3.0,48.0,28.0,19.0,5.0,6.0,15.0,2.0,1.0,5.0,7.0,23.0,9.0,0.0,18.0,1.0,11.0,8.0,4.0,5.0,1.0
2021-01-16,AR,1133.0,1118.0,15.0,17.0,197.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,CO,118.0,106.0,12.0,,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,CO,982.0,941.0,41.0,2.0,347.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,FL,1391.0,1304.0,87.0,47.0,232.0,86.0,25.0,51.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-12,FL,12.0,10.0,2.0,17.0,0.0,0.0,1.0,1.0,10.0,7.0,13.0,4.0,9.0,2.0,1.0,7.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0
2020-10-24,GA,3322.0,3268.0,54.0,8.0,555.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,GA,233.0,216.0,17.0,190.0,35.0,0.0,13.0,4.0,172.0,17.0,35.0,21.0,14.0,38.0,47.0,96.0,8.0,9.0,33.0,36.0,44.0,59.0,1.0,11.0,3.0,1.0,4.0,3.0,13.0,0.0
2021-11-27,HI,34.0,34.0,0.0,1.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,HI,66.0,42.0,24.0,26.0,4.0,12.0,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-05,MA,169.0,163.0,6.0,0.0,55.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,MA,532.0,525.0,7.0,0.0,146.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,MP,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,MP,86.0,86.0,0.0,0.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,OK,2348.0,2300.0,48.0,49.0,316.0,141.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,OK,180.0,176.0,4.0,18.0,17.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,PR,1206.0,1193.0,13.0,11.0,214.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,UT,144.0,131.0,13.0,38.0,35.0,0.0,9.0,4.0,4.0,3.0,7.0,0.0,7.0,,,,,,,,,,,,,,,,,
2022-04-02,WV,105.0,101.0,4.0,37.0,14.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,WV,140.0,136.0,4.0,8.0,18.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,AR,31.0,28.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
